Country,year,file type,language,age,all age,sex,Proportion of people with zero risk factors (%),Proportion of people with 1-2 risk factors (%),Proportion of people with 3+ risk factors (%),Check sum (country report),Proportion of people with high CVD risk (>30%),Proportion of people with at least 1 risk factor,Proportion of people with two or more risk factors,Proportion of people with 1 risk factor,Proportion of people with 2 risk factors,Proportion of people with 3 risk factors,link,data entry,notes
Belarus,2017,fact sheet,English,45-69,0,female,NA,NA,50.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Belarus_2016-2017_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Belarus,2017,fact sheet,English,18-44,0,both,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Belarus_2016-2017_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Belarus,2017,fact sheet,English,18-44,0,male,NA,NA,37.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Belarus_2016-2017_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Belarus,2017,fact sheet,English,18-44,0,female,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Belarus_2016-2017_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Georgia,2016,country report,English,40-54,0,male,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Georgia_2016_ENG_summary_2016_final.pdf?ua=1,Wendy Wang,"None of these are really ""all ages"" "
Georgia,2016,country report,English,40-54,0,female,NA,NA,NA,NA,21.4,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Georgia_2016_ENG_summary_2016_final.pdf?ua=1,Wendy Wang,Might need to think about when/whether to use
Georgia,2016,country report,English,40-54,0,both,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Georgia_2016_ENG_summary_2016_final.pdf?ua=1,Wendy Wang,
Georgia,2016,country report,English,55-69,0,male,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Georgia_2016_ENG_summary_2016_final.pdf?ua=1,Wendy Wang,
Georgia,2016,country report,English,55-69,0,female,NA,NA,NA,NA,32.9,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Georgia_2016_ENG_summary_2016_final.pdf?ua=1,Wendy Wang,
Georgia,2016,country report,English,55-69,0,both,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Georgia_2016_ENG_summary_2016_final.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,40-69,0,both,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,40-69,0,male,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,40-69,0,female,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,18-69,1,both,7.6,NA,36.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,18-69,1,male,5.7,NA,45.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,18-69,1,female,9.3,NA,27.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,18-44,0,both,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,18-44,0,male,NA,NA,37.9,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,18-44,0,female,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,45-69,0,both,NA,NA,48.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,45-69,0,male,NA,NA,55.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2016,fact sheet,English,45-69,0,female,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2016_STEPS_FS.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,18-64,1,male,6.4,NA,35.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,18-64,1,female,3.7,NA,45.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,18-64,1,both,9.2,NA,24.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,18-44,0,male,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,18-44,0,female,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,18-44,0,both,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,45-64,0,male,NA,NA,49.7,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,45-64,0,female,NA,NA,57.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
Georgia,2010,fact sheet,English,45-64,0,both,NA,NA,42.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Georgia_2010_Fact_Sheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,18-69,1,both,8,61.7,30.3,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,45-69,0,both,2.9,49.5,47.6,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,18-44,0,both,11,68.9,20.1,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,18-69,1,male,10.4,64.6,25,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,45-69,0,male,3.7,50.8,45.5,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,18-44,0,male,15,74.1,11,100.1,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,18-69,1,female,5.7,59.1,35.2,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,45-69,0,female,2,48.1,49.9,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,country report,English,18-44,0,female,7.7,64.7,27.6,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_Report.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,40-69,0,both,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,40-69,0,male,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,40-69,0,female,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,18-69,1,both,8,NA,NA,NA,30.3,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,18-69,1,male,5.7,NA,NA,NA,35.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,18-69,1,female,10.4,NA,NA,NA,25,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,18-44,0,both,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,18-44,0,male,NA,NA,NA,NA,27.6,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,18-44,0,female,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,45-69,0,both,NA,NA,NA,NA,47.6,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,45-69,0,male,NA,NA,NA,NA,49.9,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Republic of Moldova,2013,fact sheet,English,45-69,0,female,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Moldova_2013_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,18-44,0,male,20.4,62.9,16.7,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,18-44,0,female,21,67.7,11.3,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,18-44,0,both,20.7,65.1,14.2,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,45-64,0,male,4.7,54.1,41.2,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,45-64,0,female,6.1,49.8,44.1,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,45-64,0,both,5.4,51.9,42.7,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,18-64,1,male,16.4,60.7,22.9,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,18-64,1,female,16.7,62.6,20.7,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2013,country report,Russian,18-64,1,both,16.5,61.6,21.9,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2013_TKM_STEPS_Report.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,18-44,0,male,33.2,62.3,4.5,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,18-44,0,female,42.8,52.9,4.3,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,18-44,0,both,37.7,57.9,4.4,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,45-69,0,male,13.3,68.4,18.3,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,45-69,0,female,12.1,71.1,16.8,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,45-69,0,both,12.7,69.7,17.6,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,18-69,1,male,27.5,64,8.5,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,18-69,1,female,32.8,58.8,8.4,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Turkmenistan,2018,country report,Russian,18-69,1,both,30,61.5,8.4,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Final_Report_Steps_2018_TKM.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,40-64,0,both,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,40-64,0,male,NA,NA,NA,NA,16.6,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,40-64,0,female,NA,NA,NA,NA,23.7,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,18-64,1,both,10.9,NA,22.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,18-64,1,male,11,NA,24,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,18-64,1,female,10.9,NA,21,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,18-44,0,both,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,18-44,0,male,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,18-44,0,female,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,45-64,0,both,NA,NA,44.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,45-64,0,male,NA,NA,48.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Uzbekistan,2014,fact sheet,English,45-64,0,female,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UZB_STEPS_factsheet_2014_final_EN.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,40-69,0,both,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,40-69,0,male,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,40-69,0,female,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,18-69,1,both,1.7,NA,42.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,18-69,1,male,1.6,NA,45.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,18-69,1,female,1.9,NA,39.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,18-44,0,both,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,18-44,0,male,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,18-44,0,female,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,45-69,0,both,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,45-69,0,male,NA,NA,60.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2017,fact sheet,English,45-69,0,female,NA,NA,65.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Egypt_STEPS_Survey_2017_Fact_Sheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,25-64,1,both,0.6,NA,51.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,25-64,1,male,0.5,NA,53.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,25-64,1,female,0.7,NA,48.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,25-44,0,both,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,25-44,0,male,NA,NA,45.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,25-44,0,female,NA,NA,38.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,45-64,0,both,NA,NA,79.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,45-64,0,male,NA,NA,77.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2012,fact sheet,English,45-64,0,female,NA,NA,81.9,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011-2012_Egypt_FactSheet.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,25-64,1,both,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,25-64,1,male,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,25-64,1,female,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,25-44,0,both,NA,NA,47.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,25-44,0,male,NA,NA,51.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,25-44,0,female,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,45-64,0,both,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,45-64,0,male,NA,NA,65.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
Egypt,2005,country report,English,45-64,0,female,NA,NA,68.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/STEPS_Report_Egypt_2005-06.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,15-64,1,both,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,15-64,1,male,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,15-64,1,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,15-44,0,both,NA,NA,26.96,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,15-44,0,male,NA,NA,27.91,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,15-44,0,female,NA,NA,26.04,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,45-64,0,both,NA,NA,54.29,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,45-64,0,male,NA,NA,56.48,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
The Islamic Republic of Iran,2011,fact sheet,English,45-64,0,female,NA,NA,52.13,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Iran_2011_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
